idx,Old_price,Years_old,Prev_Owners,Kms_Driven,Image_Score,Audio_Score,Final_Price,Vehicles_num,Model_num,Location_num
24,31229.224876398115,5.312325370805659,2.6146124381990568,12000.0,1.0,0.5,22678.449752796227,1.6146124381990568,1.6146124381990568,1.3853875618009432
25,21212.737131476537,1282.877012106578,2.365455125380973,5653.28216406049,0.6827275626904864,0.5,13674.371819731465,2.0,1.3654551253809728,1.0
26,38759.1409086397,1700.389260682146,3.0,8357.667942856779,0.5775536932100185,0.5,26420.43832280766,2.0,1.155107386420037,1.0
27,31198.81049431378,5.403568517058664,2.5994052471568896,12000.0,1.0,0.5,22617.62098862756,2.0,1.5994052471568894,1.4005947528431106
28,31265.20883247613,5.204373502571592,2.632604416238068,12000.0,1.0,0.5,22750.41766495227,2.0,1.632604416238068,1.367395583761932
29,30157.04949169415,8.528851524917549,2.0785247458470755,12000.0,1.0,0.5,20534.0989833883,1.0785247458470757,1.0785247458470757,1.9214752541529243
30,31499.13519295575,4.502594421132753,2.7495675964778745,12000.0,1.0,0.5,23218.2703859115,2.0,1.7495675964778743,1.2504324035221257
31,32000.0,3.0,3.0,12000.0,1.0,0.5,24220.0,2.0,2.0,1.0
32,33928.67668252426,487.3389318989053,3.0,10960.68435270474,0.8794577073422336,0.5,24847.88069399577,2.0,1.7589154146844672,1.0
33,30924.06622136963,6.227801335891105,2.462033110684816,12000.0,1.0,0.5,22068.132442739265,2.0,1.462033110684816,1.537966889315184
34,32000.0,3.0,3.0,12000.0,1.0,0.5,24220.0,2.0,2.0,1.0
35,32000.0,3.0,3.0,12000.0,1.0,0.5,24220.0,2.0,2.0,1.0
36,32452.58190720393,44.47296022377861,3.0,11796.33814175823,0.989714047563547,0.5,24665.176021449686,2.0,1.979428095127094,1.0
37,30214.41436698789,8.35675689903632,2.107207183493947,12000.0,1.0,0.5,20648.828733975788,2.0,1.107207183493947,1.892792816506053
38,31349.306210047016,4.952081369858951,2.6746531050235083,12000.0,1.0,0.5,22918.612420094032,2.0,1.6746531050235085,1.3253468949764915
39,31647.70823676787,4.056875289696386,2.8238541183839354,12000.0,1.0,0.5,23515.41647353574,2.0,1.823854118383936,1.1761458816160644
40,31193.07773672281,5.4207667898315695,2.596538868361405,12000.0,1.0,0.5,22606.155473445622,2.0,1.5965388683614052,1.4034611316385948
41,31297.602536894625,86.33739312256124,2.958682502170272,11586.74238670706,0.979341251085136,0.5,23533.336240068187,2.0,1.958682502170272,1.0
42,32000.0,3.0,3.0,12000.0,1.0,0.5,24220.0,2.0,2.0,1.0
43,38832.256274387546,629.083120416604,3.0,8925.484676525606,0.844721448309374,0.5,30940.45571717029,2.0,1.689442896618748,1.0
44,30043.918402501306,331.6217083797804,3.0,10532.93880187598,0.9184966001042212,0.5,22146.553506651384,2.0,1.8369932002084424,1.0
45,31008.57580716769,5.974272578496933,2.5042879035838443,12000.0,1.0,0.5,22237.151614335377,2.0,1.5042879035838443,1.4957120964161557
46,32526.91130848489,135.32060234326806,3.0,11716.060668640204,0.9670680432196944,0.5,24391.53597647725,2.0,1.9341360864393888,1.0
47,47218.50711057464,1397.568651587203,3.0,5151.671800241414,0.654124838396031,0.5,39189.47699421978,2.0,1.308249676792062,1.0
48,31149.937202595316,5.550188392214067,2.574968601297656,12000.0,1.0,0.5,22519.87440519062,2.0,1.5749686012976554,1.4250313987023446
49,37599.53057877279,1409.1821165943147,3.0,8982.552959363817,0.6500293388267011,0.5,26042.92717991948,2.0,1.3000586776534022,1.0
50,31305.55916739746,5.08332249780762,2.65277958369873,12000.0,1.0,0.5,22831.11833479492,1.65277958369873,1.65277958369873,1.34722041630127
51,30284.00779180424,8.147976624587281,2.1420038959021195,12000.0,1.0,0.5,20788.01558360848,2.0,1.1420038959021197,1.8579961040978803
52,31983.53660367312,3.0493901889806336,2.991768301836561,12000.0,1.0,0.5,24187.07320734625,2.0,1.991768301836561,1.008231698163439
53,30262.79701023649,8.211608969290534,2.131398505118244,12000.0,1.0,0.5,20745.594020472978,2.0,1.1313985051182442,1.868601494881756
54,36818.66633810804,1213.0875841573804,3.0,9403.341177052032,0.6988333538682479,0.5,25788.71682637107,2.0,1.3976667077364957,1.0
55,35386.38691895944,853.40641502369,3.0,10175.16074904573,0.7883508175650349,0.5,25322.438261467247,2.0,1.5767016351300698,1.0
56,30616.246763655745,7.151259709032765,2.308123381827873,12000.0,1.0,0.5,21452.49352731149,1.3081233818278726,1.3081233818278726,1.6918766181721274
57,30019.441043732084,335.7339046530098,3.0,10514.580782799065,0.9174767101555036,0.5,22120.60750635601,2.0,1.834953420311007,1.0
58,41434.07986492125,867.5047730764204,3.0,7754.664060785435,0.7855890939790624,0.5,33499.70401258618,2.0,1.5711781879581248,1.0
59,31432.18373764741,4.703448787057769,2.716091868823705,12000.0,1.0,0.5,23084.36747529482,1.716091868823705,1.716091868823705,1.283908131176295
60,18737.19011316541,1576.5933848085515,2.2198347125391416,4196.786794816494,0.6099173562695708,0.5,11254.2770546305,2.0,1.2198347125391416,1.0
61,33197.20865385432,303.64902319916587,3.0,11354.854186654256,0.9251744591341052,0.5,24609.751277262272,2.0,1.8503489182682105,1.0
62,34752.68562047796,694.2681764425282,3.0,10516.646536264938,0.8279571487201274,0.5,25116.1368037466,2.0,1.6559142974402548,1.0
63,31704.88656226295,3.8853403132111537,2.8524432811314746,12000.0,1.0,0.5,23629.7731245259,1.8524432811314744,1.8524432811314744,1.1475567188685256
64,27582.67650776793,527.1024402254169,2.740157441633408,9401.054731217342,0.8700787208167038,0.5,19901.624553993926,2.0,1.7401574416334076,1.0
65,31068.937903054026,5.793186290837923,2.534468951527013,12000.0,1.0,0.5,22357.87580610805,2.0,1.534468951527013,1.465531048472987
66,47555.372132786826,1428.4377372590109,3.0,5000.082540245929,0.6464688151639357,0.5,39520.82967970486,2.0,1.2929376303278717,1.0
67,32688.3624436971,66.07903120424321,3.0,11690.236900336306,0.984355399006884,0.5,24897.09833098205,2.0,1.968710798013768,1.0
68,30233.03447504057,8.300896574878271,2.116517237520288,12000.0,1.0,0.5,20686.068950081157,2.0,1.116517237520288,1.883482762479712
69,30129.85471041396,8.610435868758127,2.064927355206979,12000.0,1.0,0.5,20479.70942082792,2.0,1.064927355206979,1.935072644793021
70,40973.91108436311,825.3365793670916,3.0,7961.740012036604,0.796047475355384,0.5,33047.06526661898,2.0,1.592094950710768,1.0
71,35073.84491718093,284.6759705925798,3.0,10616.769787268582,0.930139888245888,0.5,27243.54563671797,2.0,1.860279776491776,1.0
72,30164.18848960801,8.50743453117596,2.082094244804007,12000.0,1.0,0.5,20548.376979216027,1.0820942448040067,1.0820942448040067,1.9179057551959933
73,30496.13997740107,7.511580067796791,2.248069988700535,12000.0,1.0,0.5,21212.27995480214,1.2480699887005349,1.2480699887005349,1.7519300112994651
74,31196.92894271836,5.409213171844929,2.5984644713591787,12000.0,1.0,0.5,22613.857885436715,2.0,1.598464471359179,1.401535528640821
75,31132.05959639092,5.603821210827244,2.5660297981954594,12000.0,1.0,0.5,22484.11919278184,1.5660297981954594,1.5660297981954594,1.4339702018045406
76,24191.753834896328,929.4254420596534,2.540691402052725,7405.995403331357,0.7703457010263626,0.5,16586.65854899465,2.0,1.5406914020527251,1.0
77,32970.28479159509,246.66276828931703,3.0,11477.137782929196,0.9393572005253068,0.5,24535.876213903783,2.0,1.8787144010506136,1.0
78,31294.258046605315,5.1172258601840594,2.6471290233026568,12000.0,1.0,0.5,22808.516093210623,2.0,1.6471290233026568,1.3528709766973432
79,32000.0,3.0,3.0,12000.0,1.0,0.5,24220.0,2.0,2.0,1.0
80,31347.390001855027,4.957829994434926,2.6736950009275127,12000.0,1.0,0.5,22914.78000371005,2.0,1.6736950009275124,1.3263049990724876
81,32000.0,3.0,3.0,12000.0,1.0,0.5,24220.0,2.0,2.0,1.0
82,30954.233598368715,6.137299204893849,2.4771167991843583,12000.0,1.0,0.5,22128.467196737434,2.0,1.4771167991843583,1.5228832008156417
83,32000.0,3.0,3.0,12000.0,1.0,0.5,24220.0,2.0,2.0,1.0
84,31876.41184429003,3.3707644671299137,2.9382059221450145,12000.0,1.0,0.5,23972.823688580054,2.0,1.9382059221450143,1.0617940778549857
85,30233.65445788992,8.299036626330253,2.116827228944958,12000.0,1.0,0.5,20687.30891577983,1.116827228944958,1.116827228944958,1.883172771055042
86,32000.0,3.0,3.0,12000.0,1.0,0.5,24220.0,2.0,2.0,1.0
87,27517.00916262538,756.1424606789359,3.0,8637.756871969035,0.813208715109391,0.5,19468.029712382904,2.0,1.626417430218782,1.0
88,31583.37074191172,4.249887774264839,2.79168537095586,12000.0,1.0,0.5,23386.74148382344,2.0,1.79168537095586,1.20831462904414
89,27889.885079629137,693.4993066223049,3.0,8917.413809721853,0.8287452116512141,0.5,19863.278184406885,2.0,1.657490423302428,1.0
90,31279.702665306417,5.160892004080753,2.639851332653208,12000.0,1.0,0.5,22779.40533061283,2.0,1.6398513326532078,1.3601486673467922
91,25059.44990372878,1169.0124161735653,3.0,6794.587427796584,0.7108104126553658,0.5,16863.016897952504,2.0,1.4216208253107316,1.0
92,30950.96095750808,6.14711712747576,2.47548047875404,12000.0,1.0,0.5,22121.92191501616,2.0,1.47548047875404,1.52451952124596
93,30507.70401950132,7.476887941496046,2.253852009750659,12000.0,1.0,0.5,21235.40803900264,2.0,1.2538520097506591,1.7461479902493409
94,20838.672072189293,1878.103091872199,3.0,3629.0040541419694,0.5349446696745539,0.5,12388.992396520647,2.0,1.0698893393491078,1.0
95,31054.12482060264,5.837625538192095,2.5270624103013173,12000.0,1.0,0.5,22328.24964120527,2.0,1.5270624103013173,1.4729375896986827
96,21970.40655345706,1687.9716990192137,3.0,4477.804915092797,0.582100273060711,0.5,13588.630946664489,2.0,1.164200546121422,1.0
97,31813.375659635705,3.5598730210928813,2.9066878298178533,12000.0,1.0,0.5,23846.75131927141,1.906687829817853,1.906687829817853,1.0933121701821469
98,34952.32742667976,273.5405496448359,3.0,10671.45265799411,0.932901649393642,0.5,27124.016614243177,2.0,1.865803298787284,1.0
99,30077.587167923117,8.767238496230664,2.038793583961556,12000.0,1.0,0.5,20375.174335846223,1.038793583961556,1.038793583961556,1.961206416038444
100,47500.88426370997,1474.6990570857106,2.729203510987916,4780.885241219635,0.6353982445060422,0.5,38916.77802173016,2.0,1.0,1.2707964890120844
101,31657.044510511376,4.028866468465876,2.8285222552556872,12000.0,1.0,0.5,23534.089021022748,2.0,1.8285222552556872,1.1714777447443128
102,23070.344305915954,938.0358400535343,2.0,7379.305583184758,0.7690114768638652,0.5,14390.219257680972,2.0,1.0,1.5380229537277303
103,47922.96721709643,1510.0485044318264,2.7467903007123518,4606.776022947721,0.6266048496438243,0.5,39367.70331026469,2.0,1.0,1.2532096992876487
104,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
105,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
106,53134.289214960925,1946.4967217529772,2.9639287172900386,2457.105698828618,0.5180356413549807,0.5,44935.132311316585,2.0,1.0,1.0360712827099614
107,39977.97649061361,2007.5886910699069,2.9977976490613614,7698.494334896471,0.5011011754693193,0.5,26809.854793460858,2.0,1.0,1.0022023509386386
108,31622.509708534595,4.132470874396212,2.8112548542672977,12000.0,1.0,0.5,23465.01941706919,2.0,1.811254854267298,1.188745145732702
109,42914.732334612,1090.6088330237544,2.5381138472755,6672.672911972553,0.7309430763622502,0.5,34017.23904414381,2.0,1.0,1.4618861527245004
110,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
111,24735.577808531616,714.7835351361946,2.0,8489.683282728882,0.8245192602843872,0.5,15791.14689876148,2.0,1.0,1.6490385205687743
112,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
113,44295.99166717888,1206.289302126231,2.5956663194657867,6102.903437288714,0.7021668402671067,0.5,35492.884431102764,2.0,1.0,1.4043336805342137
114,31835.495897979432,376.64982836528026,2.183549589797943,11208.717718381067,0.9082252051010284,0.5,21432.234910861534,2.0,1.0,1.8164504102020569
115,30799.86989241951,6.600390322741471,2.399934946209755,12000.0,1.0,0.5,21819.73978483902,2.0,1.399934946209755,1.600065053790245
116,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,1.6592152914897642,1.0,2.0
117,33257.563607816446,661.4899906456346,2.3257563607816447,10595.66432867033,0.8371218196091776,0.5,22371.425309146296,2.0,1.0,1.6742436392183553
118,24189.4386859082,1176.9228241324515,2.58105613140918,6770.494817317381,0.7094719342954101,0.5,15153.190534111953,2.0,1.0,1.4189438685908202
119,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
120,30861.82000860939,6.414539974171833,2.4309100043046943,12000.0,1.0,0.5,21943.64001721878,2.0,1.4309100043046945,1.5690899956953055
121,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
122,30017.293808647148,8.948118574058556,2.008646904323574,12000.0,1.0,0.5,20254.58761729429,2.0,1.008646904323574,1.991353095676426
123,35064.666236322366,433.16579729199816,2.211027759846765,9910.825177517025,0.8944861200766174,0.5,25630.75176247106,2.0,1.0,1.7889722401532349
124,15813.282674618878,1910.965902756096,2.0,2540.2968874358685,0.5271094224872959,0.5,8284.99844850337,2.0,1.0,1.0542188449745915
125,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
126,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
127,32138.945529650304,437.4307895889556,2.21389455296503,11077.900582167757,0.8930527235174849,0.5,21632.645185602247,2.0,1.0,1.7861054470349698
128,24235.27959833183,1167.708800735302,2.576472040166817,6811.751638498648,0.7117639799165916,0.5,15193.163809745356,2.0,1.0,1.4235279598331831
129,39107.07285444693,1833.1466927457209,2.910707285444693,8073.940892447927,0.5446463572776533,0.5,26234.67519599093,2.0,1.0,1.0892927145553066
130,38445.4103295135,1700.615689001554,2.84454103295135,8359.18360694673,0.577729483524325,0.5,25797.686798023897,2.0,1.0,1.15545896704865
131,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
132,30278.24031000853,8.165279069974403,2.139120155004266,12000.0,1.0,0.5,20776.480620017064,2.0,1.139120155004266,1.860879844995734
133,30917.353339926543,6.247939980220373,2.458676669963271,12000.0,1.0,0.5,22054.706679853083,2.0,1.4586766699632712,1.5413233300367288
134,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
135,30804.81048205683,6.585568553829512,2.4024052410284145,12000.0,1.0,0.5,21829.62096411366,2.0,1.4024052410284145,1.5975947589715855
136,31950.29802962939,3.14910591111183,2.975149014814695,12000.0,1.0,0.5,24120.59605925878,2.0,1.9751490148146948,1.0248509851853052
137,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
138,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,1.7119674505483244,1.0,2.0
139,43998.85313701378,1181.4039502249038,2.5832855473755743,6225.4730809818175,0.708357226312213,0.5,35175.44143470972,2.0,1.0,1.416714452624426
140,25462.83913327504,617.28203353226,2.0,8974.621134067795,0.8487613044425013,0.5,16402.977306041623,2.0,1.0,1.6975226088850026
141,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
142,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,1.254210040875956,1.0,2.0
143,31823.19009596635,3.5304297121009496,2.911595047983175,12000.0,1.0,0.5,23866.3801919327,2.0,1.911595047983175,1.088404952016825
144,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
145,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
146,32667.754159162912,543.3511580803316,2.266775415916292,10849.931181984868,0.8666122920418543,0.5,21981.89155687756,2.0,1.0,1.7332245840837086
147,44330.90668367073,1209.213434757423,2.5971211118196136,6088.500992985825,0.7014394440901932,0.5,35530.18530705489,2.0,1.0,1.4028788881803864
148,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
149,31937.472244713583,3.187583265859236,2.968736122356794,12000.0,1.0,0.5,24094.944489427176,2.0,1.9687361223567936,1.0312638776432062
150,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
151,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
152,21474.96973216964,1722.531083833903,2.852503026783036,4327.472758952673,0.5737484866084819,0.5,12786.173606451925,2.0,1.0,1.1474969732169638
153,27897.023698491532,290.93902282223496,2.0,10597.735402154154,0.9299007899497178,0.5,18450.80809706696,2.0,1.0,1.859801579899436
154,30615.61118805924,7.153166435822286,2.307805594029619,12000.0,1.0,0.5,21451.22237611848,2.0,1.307805594029619,1.692194405970381
155,45755.86264251,1328.5534963102125,2.65649427677125,5500.706659964626,0.6717528616143751,0.5,37052.51325641485,2.0,1.0,1.3435057232287502
156,21633.864429091605,1130.619908873119,2.0,6421.460801318283,0.7211288143030535,0.5,13181.737466906186,2.0,1.0,1.442257628606107
157,30312.07892066219,8.063763238013433,2.1560394603310944,12000.0,1.0,0.5,20844.157841324377,2.0,1.1560394603310944,1.8439605396689056
158,28380.13069472883,226.17047819335517,2.0,10919.871147245183,0.9460043564909608,0.5,18857.23635086147,2.0,1.0,1.8920087129819216
159,31399.55175063622,4.801344748091343,2.6997758753181094,12000.0,1.0,0.5,23019.10350127244,2.0,1.6997758753181094,1.3002241246818906
160,31675.765798624416,3.972702604126752,2.8378828993122083,12000.0,1.0,0.5,23571.53159724883,2.0,1.837882899312208,1.162117100687792
161,30244.711123231395,58.01563798324815,2.02447111232314,11894.505034774946,0.9877644438384304,0.5,20381.61701422694,2.0,1.0,1.9755288876768609
162,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,1.8685427936136645,1.0,2.0
163,20884.764121294294,1841.1624116198464,2.9115235878705703,3796.287709164866,0.5442382060647148,0.5,12271.514313768626,2.0,1.0,1.0884764121294297
164,21729.30855984382,1671.408979471392,2.827069144015618,4556.377703859439,0.586465427992191,0.5,13007.95706418381,2.0,1.0,1.172930855984382
165,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,1.6584560494801577,1.0,2.0
166,22312.24690377031,1039.671431767861,2.0,6873.806235434042,0.7437415634590103,0.5,13752.447075203883,2.0,1.0,1.4874831269180206
167,52979.06614413613,1933.4967895714003,2.957461089339005,2521.135215543849,0.5212694553304974,0.5,44769.30233065209,2.0,1.0,1.0425389106609948
168,30506.659651554677,7.480021045335984,2.253329825777336,12000.0,1.0,0.5,21233.319303109343,2.0,1.253329825777336,1.746670174222664
169,33266.02600711608,282.52967809597186,2.13608441696317,10652.764272064616,0.931957791518415,0.5,23709.20445093568,2.0,1.0,1.86391558303683
170,37683.79652530006,652.5179589938799,2.320158188554169,8830.433933313725,0.8399209057229154,0.5,28428.85595452889,2.0,1.0,1.679841811445831
171,22707.519214265925,1474.788637932549,2.7292480785734075,5436.767292839334,0.6353759607132963,0.5,13860.956754839888,2.0,1.0,1.2707519214265923
172,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,1.9810652836907303,1.0,2.0
173,31854.070758196027,3.4377877254119174,2.927035379098013,12000.0,1.0,0.5,23928.141516392054,2.0,1.9270353790980137,1.0729646209019863
174,24029.919150383503,1208.9862507729158,2.59700808496165,6626.927235345152,0.7014959575191752,0.5,15014.089499134414,2.0,1.0,1.4029919150383503
175,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,1.6290092781415744,1.0,2.0
176,17720.347715690757,1655.2920495830592,2.0,3811.927856822597,0.5906782571896919,0.5,9889.37412625632,2.0,1.0,1.1813565143793838
177,16433.058091080296,1827.874678589168,2.0,2953.5631351323427,0.5477686030360099,0.5,8806.403110864032,2.0,1.0,1.09553720607202
178,23532.57901629444,1308.9516177248172,2.646742098370556,6179.321114664997,0.6766289508147221,0.5,14580.408902208754,2.0,1.0,1.353257901629444
179,32200.716856995383,449.8035864561758,2.220071685699539,11051.27096294929,0.8899641571502307,0.5,21673.441441034032,2.0,1.0,1.7799283143004614
180,23984.5013101679,1218.1152366562517,2.6015498689832097,6586.051179151112,0.6992250655083951,0.5,14974.48514246641,2.0,1.0,1.3984501310167905
181,26763.87140734985,659.4618471226797,2.323612859265015,9087.484266614869,0.8381935703674925,0.5,17398.09586720907,2.0,1.0,1.676387140734985
182,28250.316129561303,360.6864579581773,2.174968387043869,10425.284516605176,0.9125158064780654,0.5,18694.27566497746,2.0,1.0,1.8250316129561308
183,34311.17235287937,872.5278222817369,2.4311172352879367,10141.453598673706,0.7844413823560317,0.5,23067.270668735648,2.0,1.0,1.5688827647120631
184,30239.454096848094,8.281637709455712,2.119727048424048,12000.0,1.0,0.5,20698.908193696192,2.0,1.119727048424048,1.880272951575952
185,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,1.4695985908213909,1.0,2.0
186,49631.77848799241,1653.161448369364,2.817990770333017,3901.891373703133,0.5910046148334915,0.5,41193.28335133856,2.0,1.0,1.182009229666983
187,35738.74569484418,1158.4707626772897,2.573874569484418,9526.026730952672,0.713062715257791,0.5,24010.09720670289,2.0,1.0,1.426125430515582
188,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
189,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
190,50175.031021325056,1698.6588480359733,2.8406262925552106,3677.799703703415,0.5796868537223947,0.5,41773.6581411156,2.0,1.0,1.1593737074447894
191,30738.14656145457,6.7855603156362765,2.369073280727287,12000.0,1.0,0.5,21696.29312290915,2.0,1.3690732807272872,1.6309267192727128
192,30794.521519128408,6.616435442614775,2.397260759564204,12000.0,1.0,0.5,21809.043038256816,2.0,1.397260759564204,1.602739240435796
193,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
194,31164.433014707556,5.506700955877347,2.5822165073537757,12000.0,1.0,0.5,22548.8660294151,2.0,1.5822165073537753,1.4177834926462247
195,32531.20533163507,516.0004279265044,2.253120533163507,10908.797381532122,0.8734397334182465,0.5,21891.709249225067,2.0,1.0,1.746879466836493
196,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
197,19129.861406767275,1466.3232473994008,2.0,4751.791586032418,0.6376620468922425,0.5,11075.169804285171,2.0,1.0,1.275324093784485
198,30915.42205054653,6.253733848360394,2.457711025273268,12000.0,1.0,0.5,22050.84410109307,2.0,1.4577110252732677,1.5422889747267323
199,24498.86732529584,1114.7276676155366,2.550113267470416,7048.980592766254,0.7249433662647919,0.5,15423.01230765797,2.0,1.0,1.449886732529584
200,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
201,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
202,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
203,30687.349270961025,6.937952187116933,2.343674635480512,12000.0,1.0,0.5,21594.698541922044,2.0,1.3436746354805114,1.6563253645194886
204,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,1.1935212333432346,1.0,2.0
205,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
206,30382.67775839967,7.8519667248009855,2.191338879199836,12000.0,1.0,0.5,20985.355516799344,2.0,1.1913388791998356,1.8086611208001644
207,25801.62932926796,852.87250481714,2.419837067073204,8221.466396341164,0.7900814664633979,0.5,16559.020775121662,2.0,1.0,1.580162932926796
208,25556.39322036437,902.1649627067616,2.444360677963563,8000.753898327934,0.7778196610182185,0.5,16345.174888157731,2.0,1.0,1.555639322036437
209,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
210,30248.89798389472,58.854266174112695,2.0248897983894723,11892.700079142984,0.987555100805264,0.5,20384.38218448343,2.0,1.0,1.975110201610528
211,31378.762803210877,4.863711590367377,2.689381401605437,12000.0,1.0,0.5,22977.52560642175,2.0,1.6893814016054371,1.3106185983945629
212,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,1.067203346106188,1.0,2.0
213,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
214,30000.0,9.0,2.0,12000.0,1.0,0.5,20220.0,2.0,1.0,2.0
