,Brand,Model,Location,Old_price,Years_old,Prev_Owners,Kms_Driven,Audio_Score,Image_Score,Final_Price
32,Honda,Apache,Delhi,33928.67668252426,487.0,3.0,10960.68435270474,0.5,0.8794577073422336,24847.88069399577
33,Honda,CB_350,Gujrat,30924.06622136963,6.0,2.0,12000.0,0.5,1.0,22068.132442739265
34,Honda,Apache,Delhi,32000.0,3.0,3.0,12000.0,0.5,1.0,24220.0
35,Honda,Apache,Delhi,32000.0,3.0,3.0,12000.0,0.5,1.0,24220.0
36,Honda,Apache,Delhi,32452.58190720393,44.0,3.0,11796.33814175823,0.5,0.989714047563547,24665.176021449686
37,Honda,CB_350,Gujrat,30214.41436698789,8.0,2.0,12000.0,0.5,1.0,20648.828733975788
38,Honda,Apache,Delhi,31349.306210047016,5.0,3.0,12000.0,0.5,1.0,22918.612420094032
39,Honda,Apache,Delhi,31647.70823676787,4.0,3.0,12000.0,0.5,1.0,23515.41647353574
40,Honda,Apache,Delhi,31193.07773672281,5.0,3.0,12000.0,0.5,1.0,22606.155473445622
41,Honda,Apache,Delhi,31297.602536894625,86.0,3.0,11586.74238670706,0.5,0.979341251085136,23533.336240068187
42,Honda,Apache,Delhi,32000.0,3.0,3.0,12000.0,0.5,1.0,24220.0
43,Honda,Apache,Delhi,38832.256274387546,629.0,3.0,8925.484676525606,0.5,0.844721448309374,30940.45571717029
44,Honda,Apache,Delhi,30043.918402501306,332.0,3.0,10532.93880187598,0.5,0.9184966001042212,22146.553506651384
45,Honda,Apache,Delhi,31008.57580716769,6.0,3.0,12000.0,0.5,1.0,22237.151614335377
46,Honda,Apache,Delhi,32526.91130848489,135.0,3.0,11716.060668640204,0.5,0.9670680432196944,24391.53597647725
47,Honda,CB_350,Delhi,47218.50711057464,1398.0,3.0,5151.671800241414,0.5,0.654124838396031,39189.47699421978
48,Honda,Apache,Delhi,31149.93720259532,6.0,3.0,12000.0,0.5,1.0,22519.87440519062
49,Honda,CB_350,Delhi,37599.53057877279,1409.0,3.0,8982.552959363817,0.5,0.6500293388267011,26042.92717991948
50,Honda,Apache,Delhi,31305.55916739746,5.0,3.0,12000.0,0.5,1.0,22831.11833479492
51,Honda,CB_350,Gujrat,30284.00779180424,8.0,2.0,12000.0,0.5,1.0,20788.01558360848
52,Honda,Apache,Delhi,31983.53660367312,3.0,3.0,12000.0,0.5,1.0,24187.07320734625
53,Honda,CB_350,Gujrat,30262.79701023649,8.0,2.0,12000.0,0.5,1.0,20745.594020472978
54,Honda,CB_350,Delhi,36818.66633810804,1213.0,3.0,9403.341177052032,0.5,0.6988333538682479,25788.71682637107
55,Honda,Apache,Delhi,35386.38691895944,853.0,3.0,10175.16074904573,0.5,0.7883508175650349,25322.438261467247
56,Tvs,CB_350,Gujrat,30616.246763655745,7.0,2.0,12000.0,0.5,1.0,21452.49352731149
57,Honda,Apache,Delhi,30019.441043732084,336.0,3.0,10514.580782799065,0.5,0.9174767101555036,22120.60750635601
58,Honda,Apache,Delhi,41434.07986492125,868.0,3.0,7754.664060785435,0.5,0.7855890939790624,33499.70401258618
59,Honda,Apache,Delhi,31432.18373764741,5.0,3.0,12000.0,0.5,1.0,23084.36747529482
60,Honda,CB_350,Delhi,18737.19011316541,1577.0,2.0,4196.786794816494,0.5,0.6099173562695708,11254.2770546305
61,Honda,Apache,Delhi,33197.20865385432,304.0,3.0,11354.854186654256,0.5,0.9251744591341052,24609.751277262272
62,Honda,Apache,Delhi,34752.68562047796,694.0,3.0,10516.646536264938,0.5,0.8279571487201274,25116.1368037466
63,Honda,Apache,Delhi,31704.88656226295,4.0,3.0,12000.0,0.5,1.0,23629.7731245259
64,Honda,Apache,Delhi,27582.67650776793,527.0,3.0,9401.054731217342,0.5,0.8700787208167038,19901.624553993926
65,Honda,Apache,Delhi,31068.937903054026,6.0,3.0,12000.0,0.5,1.0,22357.87580610805
66,Honda,CB_350,Delhi,47555.372132786826,1428.0,3.0,5000.082540245929,0.5,0.6464688151639357,39520.82967970486
67,Honda,Apache,Delhi,32688.3624436971,66.0,3.0,11690.236900336306,0.5,0.984355399006884,24897.09833098205
68,Honda,CB_350,Gujrat,30233.03447504057,8.0,2.0,12000.0,0.5,1.0,20686.06895008116
69,Honda,CB_350,Gujrat,30129.85471041396,9.0,2.0,12000.0,0.5,1.0,20479.70942082792
70,Honda,Apache,Delhi,40973.91108436311,825.0,3.0,7961.740012036604,0.5,0.796047475355384,33047.06526661898
71,Honda,Apache,Delhi,35073.84491718093,285.0,3.0,10616.769787268582,0.5,0.930139888245888,27243.54563671797
72,Tvs,CB_350,Gujrat,30164.18848960801,9.0,2.0,12000.0,0.5,1.0,20548.376979216027
73,Tvs,CB_350,Gujrat,30496.13997740107,8.0,2.0,12000.0,0.5,1.0,21212.27995480214
74,Honda,Apache,Delhi,31196.92894271836,5.0,3.0,12000.0,0.5,1.0,22613.857885436715
75,Honda,Apache,Delhi,31132.05959639092,6.0,3.0,12000.0,0.5,1.0,22484.11919278184
76,Honda,Apache,Delhi,24191.753834896328,929.0,3.0,7405.995403331357,0.5,0.7703457010263626,16586.65854899465
77,Honda,Apache,Delhi,32970.28479159509,247.0,3.0,11477.137782929196,0.5,0.9393572005253068,24535.876213903783
78,Honda,Apache,Delhi,31294.258046605315,5.0,3.0,12000.0,0.5,1.0,22808.516093210623
79,Honda,Apache,Delhi,32000.0,3.0,3.0,12000.0,0.5,1.0,24220.0
80,Honda,Apache,Delhi,31347.390001855027,5.0,3.0,12000.0,0.5,1.0,22914.78000371005
81,Honda,Apache,Delhi,32000.0,3.0,3.0,12000.0,0.5,1.0,24220.0
82,Honda,CB_350,Gujrat,30954.233598368715,6.0,2.0,12000.0,0.5,1.0,22128.467196737434
83,Honda,Apache,Delhi,32000.0,3.0,3.0,12000.0,0.5,1.0,24220.0
84,Honda,Apache,Delhi,31876.41184429003,3.0,3.0,12000.0,0.5,1.0,23972.82368858005
85,Tvs,CB_350,Gujrat,30233.65445788992,8.0,2.0,12000.0,0.5,1.0,20687.30891577983
86,Honda,Apache,Delhi,32000.0,3.0,3.0,12000.0,0.5,1.0,24220.0
87,Honda,Apache,Delhi,27517.00916262538,756.0,3.0,8637.756871969035,0.5,0.813208715109391,19468.029712382904
88,Honda,Apache,Delhi,31583.37074191172,4.0,3.0,12000.0,0.5,1.0,23386.74148382344
89,Honda,Apache,Delhi,27889.885079629137,693.0,3.0,8917.413809721853,0.5,0.8287452116512141,19863.278184406885
90,Honda,Apache,Delhi,31279.702665306417,5.0,3.0,12000.0,0.5,1.0,22779.40533061283
91,Honda,CB_350,Delhi,25059.44990372878,1169.0,3.0,6794.587427796584,0.5,0.7108104126553658,16863.016897952504
92,Honda,CB_350,Gujrat,30950.96095750808,6.0,2.0,12000.0,0.5,1.0,22121.92191501616
93,Honda,CB_350,Gujrat,30507.70401950132,7.0,2.0,12000.0,0.5,1.0,21235.40803900264
94,Honda,CB_350,Delhi,20838.672072189293,1878.0,3.0,3629.0040541419694,0.5,0.5349446696745539,12388.992396520647
95,Honda,Apache,Delhi,31054.12482060264,6.0,3.0,12000.0,0.5,1.0,22328.24964120527
96,Honda,CB_350,Delhi,21970.40655345706,1688.0,3.0,4477.804915092797,0.5,0.582100273060711,13588.630946664489
97,Honda,Apache,Delhi,31813.375659635705,4.0,3.0,12000.0,0.5,1.0,23846.75131927141
98,Honda,Apache,Delhi,34952.32742667976,274.0,3.0,10671.45265799411,0.5,0.932901649393642,27124.016614243177
99,Tvs,CB_350,Gujrat,30077.58716792312,9.0,2.0,12000.0,0.5,1.0,20375.174335846223
100,Honda,CB_350,Delhi,47500.88426370997,1475.0,3.0,4780.885241219635,0.5,0.6353982445060422,38916.77802173016
101,Honda,Apache,Delhi,31657.044510511376,4.0,3.0,12000.0,0.5,1.0,23534.089021022748
102,Honda,CB_350,Gujrat,23070.344305915954,938.0,2.0,7379.305583184758,0.5,0.7690114768638652,14390.219257680972
103,Honda,CB_350,Delhi,47922.96721709643,1510.0,3.0,4606.776022947721,0.5,0.6266048496438243,39367.70331026469
104,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
105,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
106,Honda,CB_350,Delhi,53134.289214960925,1946.0,3.0,2457.105698828618,0.5,0.5180356413549807,44935.132311316585
107,Honda,CB_350,Delhi,39977.97649061361,2008.0,3.0,7698.494334896471,0.5,0.5011011754693193,26809.854793460858
108,Honda,Apache,Delhi,31622.509708534595,4.0,3.0,12000.0,0.5,1.0,23465.01941706919
109,Honda,CB_350,Delhi,42914.732334612,1091.0,3.0,6672.672911972553,0.5,0.7309430763622502,34017.23904414381
110,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
111,Honda,CB_350,Gujrat,24735.577808531616,715.0,2.0,8489.683282728882,0.5,0.8245192602843872,15791.14689876148
112,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
113,Honda,CB_350,Delhi,44295.99166717888,1206.0,3.0,6102.903437288714,0.5,0.7021668402671067,35492.884431102764
114,Honda,CB_350,Gujrat,31835.495897979432,377.0,2.0,11208.717718381067,0.5,0.9082252051010284,21432.23491086153
115,Honda,CB_350,Gujrat,30799.86989241951,7.0,2.0,12000.0,0.5,1.0,21819.73978483902
116,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
117,Honda,CB_350,Gujrat,33257.563607816446,661.0,2.0,10595.66432867033,0.5,0.8371218196091776,22371.425309146296
118,Honda,CB_350,Delhi,24189.4386859082,1177.0,3.0,6770.494817317381,0.5,0.7094719342954101,15153.190534111953
119,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
120,Honda,CB_350,Gujrat,30861.82000860939,6.0,2.0,12000.0,0.5,1.0,21943.64001721878
121,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
122,Honda,CB_350,Gujrat,30017.293808647148,9.0,2.0,12000.0,0.5,1.0,20254.58761729429
123,Honda,CB_350,Gujrat,35064.666236322366,433.0,2.0,9910.825177517025,0.5,0.8944861200766174,25630.75176247106
124,Honda,CB_350,Delhi,15813.282674618878,1911.0,2.0,2540.2968874358685,0.5,0.5271094224872959,8284.99844850337
125,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
126,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
127,Honda,CB_350,Gujrat,32138.945529650304,437.0,2.0,11077.900582167757,0.5,0.8930527235174849,21632.645185602247
128,Honda,CB_350,Delhi,24235.27959833183,1168.0,3.0,6811.751638498648,0.5,0.7117639799165916,15193.163809745356
129,Honda,CB_350,Delhi,39107.07285444693,1833.0,3.0,8073.940892447927,0.5,0.5446463572776533,26234.67519599093
130,Honda,CB_350,Delhi,38445.4103295135,1701.0,3.0,8359.18360694673,0.5,0.577729483524325,25797.686798023897
131,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
132,Honda,CB_350,Gujrat,30278.24031000853,8.0,2.0,12000.0,0.5,1.0,20776.480620017064
133,Honda,CB_350,Gujrat,30917.353339926543,6.0,2.0,12000.0,0.5,1.0,22054.706679853083
134,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
135,Honda,CB_350,Gujrat,30804.81048205683,7.0,2.0,12000.0,0.5,1.0,21829.62096411366
136,Honda,Apache,Delhi,31950.29802962939,3.0,3.0,12000.0,0.5,1.0,24120.59605925878
137,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
138,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
139,Honda,CB_350,Delhi,43998.85313701378,1181.0,3.0,6225.4730809818175,0.5,0.708357226312213,35175.44143470972
140,Honda,CB_350,Gujrat,25462.83913327504,617.0,2.0,8974.621134067795,0.5,0.8487613044425013,16402.977306041623
141,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
142,Tvs,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
143,Honda,Apache,Delhi,31823.19009596635,4.0,3.0,12000.0,0.5,1.0,23866.3801919327
144,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
145,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
146,Honda,CB_350,Gujrat,32667.754159162912,543.0,2.0,10849.931181984868,0.5,0.8666122920418543,21981.89155687756
147,Honda,CB_350,Delhi,44330.90668367073,1209.0,3.0,6088.500992985825,0.5,0.7014394440901932,35530.18530705489
148,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
149,Honda,Apache,Delhi,31937.472244713583,3.0,3.0,12000.0,0.5,1.0,24094.944489427176
150,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
151,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
152,Honda,CB_350,Delhi,21474.96973216964,1723.0,3.0,4327.472758952673,0.5,0.5737484866084819,12786.173606451925
153,Honda,CB_350,Gujrat,27897.02369849153,291.0,2.0,10597.735402154154,0.5,0.9299007899497178,18450.80809706696
154,Honda,CB_350,Gujrat,30615.61118805924,7.0,2.0,12000.0,0.5,1.0,21451.22237611848
155,Honda,CB_350,Delhi,45755.86264251,1329.0,3.0,5500.706659964626,0.5,0.6717528616143751,37052.51325641485
156,Honda,CB_350,Delhi,21633.864429091605,1131.0,2.0,6421.460801318283,0.5,0.7211288143030535,13181.737466906186
157,Honda,CB_350,Gujrat,30312.07892066219,8.0,2.0,12000.0,0.5,1.0,20844.157841324377
158,Honda,CB_350,Gujrat,28380.13069472883,226.0,2.0,10919.871147245183,0.5,0.9460043564909608,18857.23635086147
159,Honda,Apache,Delhi,31399.55175063622,5.0,3.0,12000.0,0.5,1.0,23019.10350127244
160,Honda,Apache,Delhi,31675.765798624416,4.0,3.0,12000.0,0.5,1.0,23571.53159724883
161,Honda,CB_350,Gujrat,30244.711123231395,58.0,2.0,11894.505034774946,0.5,0.9877644438384304,20381.61701422694
162,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
163,Honda,CB_350,Delhi,20884.76412129429,1841.0,3.0,3796.287709164866,0.5,0.5442382060647148,12271.514313768626
164,Honda,CB_350,Delhi,21729.30855984382,1671.0,3.0,4556.377703859439,0.5,0.586465427992191,13007.95706418381
165,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
166,Honda,CB_350,Delhi,22312.24690377031,1040.0,2.0,6873.806235434042,0.5,0.7437415634590103,13752.447075203883
167,Honda,CB_350,Delhi,52979.06614413613,1933.0,3.0,2521.135215543849,0.5,0.5212694553304974,44769.30233065209
168,Honda,CB_350,Gujrat,30506.65965155468,7.0,2.0,12000.0,0.5,1.0,21233.319303109343
169,Honda,CB_350,Gujrat,33266.02600711608,283.0,2.0,10652.764272064616,0.5,0.931957791518415,23709.20445093568
170,Honda,CB_350,Gujrat,37683.79652530006,653.0,2.0,8830.433933313725,0.5,0.8399209057229154,28428.85595452889
171,Honda,CB_350,Delhi,22707.519214265925,1475.0,3.0,5436.767292839334,0.5,0.6353759607132963,13860.956754839888
172,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
173,Honda,Apache,Delhi,31854.070758196027,3.0,3.0,12000.0,0.5,1.0,23928.141516392054
174,Honda,CB_350,Delhi,24029.919150383503,1209.0,3.0,6626.927235345152,0.5,0.7014959575191752,15014.089499134414
175,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
176,Honda,CB_350,Delhi,17720.347715690757,1655.0,2.0,3811.927856822597,0.5,0.5906782571896919,9889.37412625632
177,Honda,CB_350,Delhi,16433.058091080296,1828.0,2.0,2953.5631351323427,0.5,0.5477686030360099,8806.403110864032
178,Honda,CB_350,Delhi,23532.57901629444,1309.0,3.0,6179.321114664997,0.5,0.6766289508147221,14580.408902208754
179,Honda,CB_350,Gujrat,32200.716856995383,450.0,2.0,11051.27096294929,0.5,0.8899641571502307,21673.441441034032
180,Honda,CB_350,Delhi,23984.5013101679,1218.0,3.0,6586.051179151112,0.5,0.6992250655083951,14974.48514246641
181,Honda,CB_350,Gujrat,26763.87140734985,659.0,2.0,9087.484266614869,0.5,0.8381935703674925,17398.09586720907
182,Honda,CB_350,Gujrat,28250.316129561303,361.0,2.0,10425.284516605176,0.5,0.9125158064780654,18694.27566497746
183,Honda,CB_350,Gujrat,34311.17235287937,873.0,2.0,10141.453598673706,0.5,0.7844413823560317,23067.270668735648
184,Honda,CB_350,Gujrat,30239.45409684809,8.0,2.0,12000.0,0.5,1.0,20698.908193696192
185,Tvs,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
186,Honda,CB_350,Delhi,49631.77848799241,1653.0,3.0,3901.891373703133,0.5,0.5910046148334915,41193.28335133856
187,Honda,CB_350,Delhi,35738.74569484418,1158.0,3.0,9526.026730952672,0.5,0.713062715257791,24010.09720670289
188,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
189,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
190,Honda,CB_350,Delhi,50175.031021325056,1699.0,3.0,3677.799703703415,0.5,0.5796868537223947,41773.6581411156
191,Honda,CB_350,Gujrat,30738.14656145457,7.0,2.0,12000.0,0.5,1.0,21696.29312290915
192,Honda,CB_350,Gujrat,30794.521519128408,7.0,2.0,12000.0,0.5,1.0,21809.043038256816
193,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
194,Honda,Apache,Delhi,31164.43301470756,6.0,3.0,12000.0,0.5,1.0,22548.8660294151
195,Honda,CB_350,Gujrat,32531.20533163507,516.0,2.0,10908.797381532122,0.5,0.8734397334182465,21891.709249225067
196,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
197,Honda,CB_350,Delhi,19129.861406767275,1466.0,2.0,4751.791586032418,0.5,0.6376620468922425,11075.169804285171
198,Honda,CB_350,Gujrat,30915.42205054653,6.0,2.0,12000.0,0.5,1.0,22050.84410109307
199,Honda,CB_350,Delhi,24498.86732529584,1115.0,3.0,7048.980592766254,0.5,0.7249433662647919,15423.01230765797
200,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
201,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
202,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
203,Honda,CB_350,Gujrat,30687.349270961025,7.0,2.0,12000.0,0.5,1.0,21594.698541922044
204,Tvs,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
205,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
206,Honda,CB_350,Gujrat,30382.67775839967,8.0,2.0,12000.0,0.5,1.0,20985.355516799344
207,Honda,CB_350,Gujrat,25801.62932926796,853.0,2.0,8221.466396341164,0.5,0.7900814664633979,16559.020775121662
208,Honda,CB_350,Gujrat,25556.39322036437,902.0,2.0,8000.753898327934,0.5,0.7778196610182185,16345.174888157731
209,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
210,Honda,CB_350,Gujrat,30248.89798389472,59.0,2.0,11892.700079142984,0.5,0.987555100805264,20384.38218448343
211,Honda,Apache,Delhi,31378.76280321088,5.0,3.0,12000.0,0.5,1.0,22977.52560642175
212,Tvs,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
213,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
214,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
215,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
216,Honda,CB_350,Gujrat,30555.999071244896,7.0,2.0,12000.0,0.5,1.0,21331.998142489792
217,Honda,CB_350,Delhi,45956.758758830765,1345.0,3.0,5417.837011982309,0.5,0.6675675258576924,37267.13727401753
218,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
219,Tvs,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
220,Tvs,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
221,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
222,Honda,Apache,Delhi,31983.20498109719,3.0,3.0,12000.0,0.5,1.0,24186.409962194382
223,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
224,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
225,Honda,CB_350,Gujrat,30292.241343043057,8.0,2.0,12000.0,0.5,1.0,20804.48268608612
226,Honda,CB_350,Delhi,47708.48220121817,1492.0,3.0,4695.251091997505,0.5,0.6310732874746214,39138.561818301416
227,Tvs,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
228,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
229,Honda,CB_350,Gujrat,33840.505152392405,778.0,2.0,10344.358228803632,0.5,0.8079747423803796,22756.42322284604
230,Honda,CB_350,Delhi,38180.20175811256,1647.0,3.0,8473.515022077674,0.5,0.590989912094372,25622.53244912786
231,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
232,Honda,CB_350,Delhi,38020.82721473156,1616.0,3.0,8542.221387729227,0.5,0.5989586392634222,25517.27512569731
233,Honda,CB_350,Gujrat,23897.33454648057,827.0,2.0,7930.742675593246,0.5,0.796577818216019,15085.949607263175
234,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
235,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
236,Honda,CB_350,Gujrat,31334.085849384,121.0,2.0,11449.6895871291,0.5,0.9722065448045,21645.24838242524
237,Honda,CB_350,Gujrat,24807.20504169516,705.0,2.0,8537.44432180233,0.5,0.8269068347231718,15851.4054574773
238,Honda,Apache,Delhi,31021.29041635177,6.0,3.0,12000.0,0.5,1.0,22262.580832703545
239,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
240,Honda,CB_350,Gujrat,30962.611335036167,6.0,2.0,12000.0,0.5,1.0,22145.222670072333
241,Honda,CB_350,Gujrat,24637.46951219549,728.0,2.0,8424.264670731953,0.5,0.8212489837398497,15708.61035121982
242,Honda,CB_350,Delhi,21350.748400099143,1747.0,3.0,4215.673560089232,0.5,0.5675374200049573,12677.852604886457
243,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
244,Honda,CB_350,Gujrat,30000.0,9.0,2.0,12000.0,0.5,1.0,20220.0
245,Honda,CB_350,Gujrat,29161.906577837613,121.0,2.0,11441.15930610212,0.5,0.9720635525945872,19514.928765803223
246,Honda,CB_350,Gujrat,34672.892798825924,400.0,2.0,10072.431720484306,0.5,0.9026480666911264,25212.20714007903
247,Honda,CB_350,Delhi,52594.574820450696,1901.0,3.0,2679.737886564088,0.5,0.5292796912406106,44358.5374331815
248,Honda,CB_350,Gujrat,34067.79203400396,350.0,2.0,10322.035785973365,0.5,0.9152543326249174,24565.75782299424
249,Honda,CB_350,Gujrat,30699.112913954,7.0,2.0,12000.0,0.5,1.0,21618.225827907994
